content,ref,citation
" 과도한 통합은 독과점과 비효율 초래폐해 큰 한국토지주택공사·검찰조직 손대더라도고유기능 훼손하는 과잉 대응 피해야한국토지주택공사과천의왕사업본부 모습과 한국토지공사, 대한주택공사 로고. , 한국일보 자료사진옛날이야기를 먼저 해보자. 복잡한 조직을 갖춘 근대적인 대기업이 처음 출현한 것은 19세기 말 미국에서였다. 경영사학자 알프레드 챈들러에 따르면 근대적 대기업은 시장과 기술의 변화에 대응한 대량생산과 대량유통의 결합 과정에서 처음 형성되었다. 통합된 대기업은 시장거래를 내부화하면서 정보상의 효율성을 높이고 거래 비용을 낮출 수 있었다. 또한 규모의 경제를 실현하여 생산비용을 절감하고 기존의 생산기술, 유통망, 원자재 등을 활용한 범위의 경제를 실현하여 다각화를 도모할 수 있었다. 생산설비, 경영조직, 유통망 등에 대한 투자는 강력한 경쟁력으로 작용하였으며, 선발주자들이 세계적인 기업으로 성장하는 기반이 되었다.과도한 통합에는 부작용도 따랐다. 첫째는 독과점의 폐해이다. 예컨대 1911년 반독점법 위반으로 해체될 때 무려 90%의 시장을 점유했던 미국의 스탠더드 정유회사는 우월한 지위를 남용해서 시장 질서를 파괴하는 행위를 일삼았다. 둘째는 과도한 통합으로 인한 경직성과 비효율성이다. 강판 생산에서 자동차 판매까지 생산과 유통의 모든 과정을 수직적으로 통합했다가 1930년대 대공황의 충격에 유연하게 대응하지 못하고 GM과 크라이슬러에 추격을 허용했던 포드 자동차의 사례가 이를 잘 보여준다.새삼 과거사로부터 통합된 기업조직의 공과를 되새기는 것은 최근 불거진 공공기관 분리 문제 때문이다. 내부 정보를 이용한 한국토지주택공사 직원들의 부동산 투기는 국민적 공분을 불러일으켰고, 정부는 그 재발방지책으로 한국토지주택공사를 분리하는 방안을 검토하고 있다. 조직 자체의 분리는 아니지만 중대범죄수사청의 설립안도 검찰이 가지고 있던 수사와 기소의 권한을 분리한다는 점에서 일종의 수직적 결합의 해체로 볼 수 있다. 맡겨진 힘과 정보를 이용하여 공공기관이 조직의 이해나 개인의 이익을 추구하는 행위는 반드시 근절되어야 한다. 그렇지만 그 방안으로 공공기관 조직을 분리하거나 바꾸는 일은 더 신중하게 논의하고 합리적인 방향으로 추진할 필요가 있다고 생각한다.첫째, 해당 기관 본연의 기능을 효과적으로 수행할 수 없게 만드는 조직 변화는 지양해야 할 것이다. 근대적 대기업의 사례에서 볼 수 있듯이, 조직상의 분리는 양날의 칼과도 같아서 거대화된 조직의 부작용을 제거할 수도 있지만 동시에 통합된 조직의 효율성을 떨어뜨리는 결과를 가져올 수도 있다. 둘째, 통합의 해체로 발생할 수 있는 부작용을 최대한 완화하는 조치가 필요하다. 조직의 분리는 독립된 기관 간 견제와 균형을 가져오는 장점이 있지만, 다른 한편으로 소통과 협력을 어렵게 하고 기능과 업무의 중복을 초래할 수 있다. 셋째, 전환과정의 혼란과 공백을 줄일 수 있는 대책이 필요하다. 한 조직은 문서상의 법령이나 규정뿐만 아니라 인적인 관계, 조직문화, 비공식적 관행 등의 정립을 통해 완성되는 만큼, 새로운 조직이 정착되고 제대로 기능할 때까지 상당한 시간이 걸릴 수 있다. 끝으로, 국민이 부여한 권한에 더 무거운 책임을 지우고 이를 저버린 개인을 강하게 처벌하는 대안을 적극적으로 고려해야 한다. 이해충돌방지법조차 국회 문턱을 넘지 못하고 있는 현실부터 바꾸어야 할 것이다. 힘 있는 공공기관의 일탈을 막는 일은 중요하다. 문제가 생긴 기관의 해체나 분리는 빠르고 가시적인 방안이라는 점에서 매력적일 수 있다. 그렇지만 그 결과로 범죄자를 잡아서 처벌하는 법집행기관의 역할이나 공공주택을 원활하게 공급하는 한국토지주택공사의 기능이 훼손된다면 그 부담은 국민의 몫이 될 것이다. 정부와 정치권이 이 문제를 냉정하고 합리적으로 풀어가길 희망한다.이철희 대 경제학부 교수","(한국일보, 2021-03-31)",한국일보. (2021-03-31). [한국의 창(窓)] LH 해체와 수사·기소권 분리.
" 미적대는 여야, 31일 법안심사 재개참여연대 등 시민단체 회원들이 16일 오전 국회 정문 앞에서 이해충돌방지법 제정 회견을 하고 있다. 동아일보DB《한국토지주택공사 직원들의 땅 투기 의혹으로 그 어느 때보다 이해충돌방지법 제정의 필요성이 부각됐지만 여야 국회의원들은 3월 국회에서 처리하지 않았다. 이해충돌방지법은 공직자가 함부로 사익을 좇지 못하도록 하는 장치들을 담고 있다. 여야가 31일 심사를 재개하기로 했지만 시민사회는 불안한 시선을 거두지 못하고 있다. 지금까지 여러 차례 국회 처리가 무산된 데다 4·7 재·보선 이후 정국이 대선 체제로 전환되면 이해충돌방지법 이슈가 묻힐 수 있기 때문이다.》일주일 전 슬그머니 심사 중단정치권에서 이해충돌방지법에 드러내놓고 반대하는 목소리는 없다. ·부산시장 선거 여론조사에서 열세로 나오는 더불어민주당이 도입을 더 서두르고 있을 뿐이다. 야당인 국민의힘은 도입에 찬성하면서도 제정법인 만큼 좀 더 신중하자는 입장이다. 겉으로는 야당이 지체시키는 것으로 보이지만 여야를 막론하고 스스로 족쇄를 채우는 법안에 미온적일 수밖에 없다는 게 한국투명성기구 등 시민단체의 판단이다. 이번 법안은 지난해 6월에 제출됐지만 그동안 심사를 하지 않다가 3월 초 한국토지주택공사 사태가 발생하자 부랴부랴 공청회가 열렸고, 법안 심사가 시작됐다. 법안심사소위는 24일 오전에 이어 오후에도 열릴 예정이었지만 결국 슬그머니 중단됐다.법 있었다면 한국토지주택공사사태 막았을 것 전문가들 사이에서는 이해충돌방지법이 있었으면 한국토지주택공사 사태를 사전에 막을 수 있었다는 지적이 많다. 법에 따르면 신도시 개발 업무 관련 공직자들은 관련 부동산 거래를 사전에 신고해야 하기 때문이다. 또 직무상 비밀을 이용해 재산상의 이득을 취했다면 7년 이하의 징역이나 7000만 원 이하의 벌금에 처해지는 강력한 처벌도 효과를 발휘했을 것으로 보인다. 이 법은 반부패국민권익위원회법이나 청탁금지법(부정청탁 및 금품 등 수수의 금지에 관한 법률)과 달리 사전 예방에 초점이 맞춰져 있다. 공직자가 사적 이익을 추구했는지를 증명할 필요 없이, 관련 신고의 미비만으로도 처벌할 수 있다. 이해충돌방지 조항은 원래 청탁금지법에 들어 있었다. 그래서 2013년 발의 당시 명칭은 이해충돌방지법을 제정했다. 공직자의 가족이 공직자와 유관한 기관과 고용계약을 맺는 것은 금지되고, 친인척에 대한 계약 발주도 제한된다. 경제협력개발기구(OECD)의 이해충돌방지 가이드라인에서는 공무와 충돌을 일으킬 가능성이 있는 사적 이해관계를 주기적으로 확인하고 신고하는 절차를 만들 것을 권고하고 있다.  ","(동아일보, 2021-03-31)",동아일보. (2021-03-31). [수요논점/허진석]이해충돌방지법 20년 제자리… “국회-지방의원 견제가 핵심”.
"  부패는 사적 이익을 좇아 공적 권한을 부당하게 이용하는 행위를 말한다. 국가 자원을 다수 국민들로부터 권력을 가진 소수 엘리트 집단으로 그리고 빈자들로부터 부자들에게로 이전하여 불평등을 부추긴다. 역으로 부와 자본이 소수에 집중될 때 민간경제뿐만 아니라 공권력과 언론이 돈에 의해 지배되기 쉽다. 이렇게 부패는 불평등을 낳고 불평등은 부패를 낳는 악순환, 불평등 함정이 만들어진다. 자잘한 부패도 많지만 여기서 말하는 부패는 상위 엘리트들에 의한 중대부패다.주병기 대 경제학부 교수 브라질은 가장 불평등하고 가장 부패한 나라로 손꼽힌다. 정치, 사법, 검찰, 언론, 기업집단이 부패의 카르텔을 형성하여 지대추구로 획득한 부와 기득권을 누리고 불평등을 가중시키는 구조다. 2003년 노동당의 룰라 대통령이 집권하면서 사회개혁이 시작됐다. 빈곤퇴치 정책으로 2000만명의 극빈층을 구했다. 빈곤율은 급감했고 불평등도 개선됐다. 경제에도 활력이 붙었고 경제규모가 세계 8위로 부상했다. 불평등과 빈곤 해소가 얼마나 중요한가를 보여주는 10년 남짓한 개혁이었다. 그러나 부패의 카르텔을 깰 정도로 개혁이 진행될 수 없었고 결국 이 카르텔이 개혁을 중단시켰다. 부패 혐의를 씌워 룰라는 수감된다. 부패한 언론은 대중을 선동했고, 2018년 부패권력이 재집권하면서 불평등은 다시 상승한다. 불평등 함정에서 탈출하려면 반드시 부패 카르텔이 깨져야 한다. 지난주 브라질 대법원은 하급심의 룰라 유죄 판결을 무효화했다.한국의 경제적 불평등과 양극화는 지난 20년간 급속히 악화됐다. OECD 회원국 중 소득 불평등도는 최상위권에 있고 분위 간 소득격차와 저임금 노동자 비율 모두 최상위권 양극화를 유지하고 있다. 이것이 중대부패로 만들어진 불평등 함정 때문이라 생각한다. 선출된 권력과 정치, 사법, 검찰, 언론 그리고 재벌이 형성하는 중대부패의 카르텔이 사회를 지배하기 때문이다. 4번 이상 대통령을 갈아치웠고 선거 때마다 선심 공약으로 복지예산을 늘려왔지만 불평등과 양극화는 개선되지 않았다. 불평등 함정에 빠졌기 때문이다.전직 대통령 두 명이 중대 부패로 실형을 선고받아 감옥에 있다. 한 사람은 회삿돈 수백억원을 횡령하고 두 사람 모두 재직 중 대기업으로부터 100억원에 가까운 뇌물을 받은 죄를 지었다. 30여년 전, 독재자 전두환과 노태우는 당시 금액으로 수천억원대의 뇌물죄를 저지르기도 했다. 이런 뇌물 값은 대다수 국민들의 희생이다. 2차, 3차, n차 협력업체 노동자들의 등골이 빠지는 고역과 가난이다. 대통령이 그러한데 그 아래는 말할 것도 없다. 반복되는 금융사기 사건에서 금융과 검찰 권력의 전관들 이름이 자주 오르내린다. 사기범의 자백으로 중대부패의 실상이 드러나도 제 식구 봐주기와 솜방망이만 있고, 언론은 침묵한다. 중대부패는 전관예우라는 상류사회의 문화쯤으로 여긴다. 법 앞의 평등이 무너진 지 오래됐고 “유전무죄 무전유죄”라는 풍자가 유행한 지도 수십년이다. 그렇게 쥐어짜야 나오는 지대가 아직도 부패 연대를 먹여 살린다.공공부문의 허술한 감시와 통제가 야기하는 수많은 부작용, 비효율과 사회문제들에도 불구하고 법 개정과 입법 활동은 더디고 선출권력의 도덕적 해이는 심각하다. 법이 허술해야 공권력과 재벌, 대기업을 중심으로 형성된 부패의 연대가 편취할 수 있는 ‘지대’의 총량도 증가한다. 여태껏 노동자들이 산업재해의 위험에 방치되어 온 것, 공직자들의 공적 권한과 사적 이해충돌을 방지하지 못했던 것, 다단계 하청구조 속에서 노동착취를 당연시해 온 것들은 모두 지대추구 경제와 부패라는 뿌리에서 왔다.한국토지주택공사 직원들의 투기는 마땅히 엄중 처벌해야 한다. 그러나 부패 척결의 칼날은 부패한 카르텔의 정중앙을 향해야 한다. 한국 자본주의는 아직 정실자본주의의 옷을 입고 있다. 세계적 기업들이 재벌가 족벌 경영의 울타리 속에서 지대추구의 먹잇감이 된다. 그 배경에 입법·사법·행정의 권력기구와 관료사회, 언론으로 만들어진 부패의 연대가 있다. 법 앞의 평등은 부패 척결과 가장 유의미한 효력이 있다고 알려져 있다. 민주주의와 언론의 자유보다 더 중요한 제도적 조건이다. 검찰과 사법 권력의 개혁을 우선 해야 하는 이유다. 21대 국회의원 평균재산 28억원은 놀라운 현실이다. 수백억원대 부동산 자산가가 국회에서 국토개발을 좌지우지하는 중대 결정에 관여하는 일이 더 이상 허용돼서는 안 된다. 가난한 서민의 대표, 노동자와 농어민의 대표가 우리 국회에 몇 명이나 있나? 이해충돌방지법은 부패 연대가 국회에 발을 들여놓기 힘들 정도로 엄격해져야 한다.주병기 대 경제학부 교수","(경향신문, 2021-03-31)",경향신문. (2021-03-31). [경제직필]부패와 불평등 함정.
" 31일 국회 정무위원회원회 법안심사제2소위원회에서 국민의힘 성일종 소위원장이 공직자 이해충돌방지법 심사를 위해 개의하고 있다. 뉴시스문재인 대통령이 입법을 당부하고 더불어민주당이 처리를 약속한 '공직자 이해충돌방지법' 제정안의 3월 국회 처리가 무산됐다. 국민의힘이 ""꼼꼼한 심사가 필요하다""고 요구하는 것이 표면적 이유이지만, 민주당의 의지도 그다지 크진 않았다. 국회 정무위원회원회 법안심사제2소위원회는 31일 오후 이해충돌방지법 제정안을 심사했으나, 여야 이견으로 합의에 이르지 못했다. 이해충돌방지법은 모든 공직자의 사익추구 행위를 사전에 차단하기 위해 △직무상 비밀을 이용한 재산상 이익 취득 금지 △부정 취득 이익 몰수 및 추징 등을 제도화하는 것이 골자다.  소위 합의 결렬은 예견된 일이었다. 박영선 민주당 시장 후보가 30일 TV 토론에서 ""야당의 이해충돌방지법 반대는 오세훈 국민의힘 시장 후보의 내곡동 땅 의혹과 관련 찜찜한 부분이 있기 때문""이라고 발언한 게 발단이 됐다. 정무위원회 소속 국민의힘 의원들은 31일 기자회견을 열고 ""야당이 반대한다는 건 새빨간 거짓말""이라며 ""여당 후보가 허위사실을 유포한 것에 대해 법적 조치를 하겠다""고 반발했다.  31일 열린 소위도 속개와 정회를 반복하며 진통을 거듭했다. 전현희 국민권익위원회원장이 최근 언론 인터뷰에서 ""이해충돌 방지법이 있었다면 한국토지주택공사 투기 사태는 없었을 것""이라고 발언한 게 다시 문제가 됐다. 국민의힘 의원들이 ""행정부가 법 제정을 압박하느냐""고 거세게 항의했다. 공방을 벌이느라 법안의 핵심 쟁점인 '법 적용 대상 범위'에 대해선 심도 있는 논의를 하지도 못했다. 이해충돌방지법은 지난 8년간 국회에서 발의와 폐기를 반복했다. 국회의원들의 사익추구 행위가 여론의 질타를 받을 때만 잠시 입법 의지를 보이다가, 여론이 잦아들면 방치하곤 했다. 한국토지주택공사 사태로 분노한 민심을 진화하기 위해 최근 문 대통령과 정세균 국무총리, 민주당이 연이어 입법 강행 의사를 보이지만,  4·7 재·보궐선거가 일주일가량 남았다는 점에서 '선거용 입법 제스처'란 비판을 피하긴 어렵다. 정무위원회 법안심사2소위 위원장인 성일종 국민의힘 의원은 ""선거와 관계없이 입법 심사를 깐깐히 하자는 것""이라며 조만간 소위를 추가로 열어 심사하겠다고 밝혔다. 선거가 끝난 뒤 여야가 입법에 다시 액셀을 밟을 수 있을지는 미지수다.   ","(한국일보, 2021-03-31)",한국일보. (2021-03-31). 공직자 투기 근절한다면서...이해충돌방지법 3월 국회 처리 '무산'.
  이해충돌방지법 밝히고 또 밝히라. 이 핑계 저 핑계 대며 집단 화병에 걸린 국민들을 또다시 바보로 만드는 일이 되풀이되어선 안 된다. ,"(경향신문, 2021-04-01)","경향신문. (2021-04-01). [경향의 눈] LH 사태, 그래서 전수조사는요?."
" 국회가 공직자 이해충돌 방지법안(이해충돌법) 입법에 뜸을 들이고 있어 유감이다. 이해충돌법은 공직자가 공직 권한이나 직무와 관련해 취득한 정보를 악용해 사적인 이익을 챙기는 것을 방지하고 위반하면 엄단하기 위한 취지의 법이다. 한국토지주택공사 임직원을 비롯해 줄줄이 터져 나오는 공직자들의 부동산 투기를 차단하는 데 효과적이라고 본다. 국민권익위원회원회가 최근 2주간 실시한 조사에서 응답자 3030명 가운데 83.2%(2523명)가 제정이 시급하다고 답했을 정도로 대다수 국민들이 필요성을 절감하고 있다.그런데도 국회의 입법 움직임은 굼뜨기만 하다. 2000년 초부터 필요성이 제기됐고 정부가 2013년부터 입법을 추진했지만 매번 국회의 문턱을 넘지 못했다. 이번 21대 국회에서도 지난해 6월 정부안, 이후 지난 1월까지 4건의 의원 발의안이 제출됐으나 2월까지 구체적인 심사는 한 차례도 하지 않았다. 3월 초 한국토지주택공사 사태가 터지며 공직자의 이해충돌 문제가 부각되자 부랴부랴 공청회를 열고 법안 심사에 들어갔지만 아직 소위도 통과하지 못할 정도로 발걸음이 더디다. 더불어민주당은 법안 처리를 위해 3월 안에 원포인트 본회의를 열자고 야당에 제안했을 뿐 이를 관철하기 위한 실질적인 노력은 보여주지 못했다. 야당의 반대에도 절대 과반 의석을 앞세워 쟁점 법안 처리를 강행하던 모습은 어디로 갔나. 국민의힘도 제정 법이어서 신중을 기해야 한다고 주장하지만 명분이 약하다. 첫 발의부터 치면 8년간 논의된 사안이라 의지만 있다면 심사에 많은 시간이 필요하지 않다고 판단한다.여야는 지난 24일에 이어 31일에도 법안심사소위를 열었지만 진전을 이뤄내지 못했다. 선거를 의식해 겉으로는 목소리를 높이고 있지만 선출직 공직자인 국회의원들도 이 법의 적용 대상이라 양당 모두 입법에 소극적인 것 아닌가. 시간을 끌다가 선거가 끝나면 나 몰라라 하는 것은 아닌지 우려된다. 여야는 법안 처리에 속도를 내길 바란다. 선거 전 입법을 기대하지만 최소한 본회의 의결 시한만이라도 합의해 국민들에게 약속해야 할 것이다.","(국민일보, 2021-04-01)","국민일보. (2021-04-01). [사설] 국회, 공직자 이해충돌 방지법 언제까지 미룰 건가."
  커버스토리‘한국의 헨리 조지’ 김윤상 명예교수실정법 해석 그쳤던 법학에 실망70년대 ‘투기 바람’ 토지 문제 관심“토지불로소득 환수로 문제 해결”100여년 전 헨리 조지 사상과 일치불로소득 과세 정공법 피하니택지소유상한제·토지거래허가제 등 시장경제 어긋나는 무리수 나와‘지공주의’가 진정한 자본주의“자산보다 임금 불평등” 장하성‘보유세 강화’ 겁냈던 김수현 진단·대비 틀렸던 문재인 정부 한국토지주택공사 사태 뒤 근본대책 내놔야 하는데여전히 적발·처벌 중심의 땜질 머물러우선 백지신탁·이해충돌방지법부터사진 대구/장철규  ,"(한겨레, 2021-04-02)",한겨레. (2021-04-02). 김윤상 교수 “공직자 아니면 투기해도 됩니까? 공분해야죠”.
"  처벌법을 제·개정할 때 들리는 집단적 반발 중의 하나가 우리를 ‘잠재적 범죄자’로 취급한다는 목소리다. 정부와 여당이 4월 국회에서 공직자 투기근절 제도화 수준을 더 높이는 방안으로 공직자의 재산등록 의무를 모든 공무원으로 확대하고 재산을 공개하도록 추가 입법하겠다고 발표하자 여기저기서 불만이 터져 나온다. 한국토지주택공사 사태로 불거진 공직자 등의 부동산 투기를 방지하기 위한 당정의 처방이 순탄치 않아 보인다. 잠재적 투기꾼으로 몰아세운다는 비난, 부동산 투기와는 거리가 먼 하위직 공무원까지 싸잡아 잠재적 범죄인으로 보는 것 같아 자존심이 상한다는 반응, 그리고 교사의 재산이 공개되면 개인정보 노출로 범죄에 악용되거나 재산 수준에 따른 교사 평판 등 교권 침해의 부작용도 우려된다는 황당한 지적까지 반발이 심상찮다. 하긴 이런 저항은 늘 있었다. 성희롱 예방교육을 법정 의무화하자 우리가 무슨 성범죄자냐고 반발하기도 했고, ‘김영란법’ 적용대상을 사립 교원과 언론 종사자로 확대해야 한다는 논의과정에서도 들먹였던 반론이다. 야당도 가세해 비판보다는 갈등을 부추긴다. 언론은 공시생의 불만까지 전하면서 마치 공직사회 전체가 불만인 것처럼 포장한다. 하태훈 고려대 법학전문대학원 교수 형법은 잠재적 범죄자를 상정한다. 절도, 강간, 살인, 뇌물 등을 가정해 법정형을 정해놓고 있다. 그렇다고 국민을 잠재적 범죄자로 취급하는 것은 아니다. 국민도 우리가 무슨 범죄자냐고 반발하지도 않는다. 공무원은 뇌물죄의 주체로 규정되어 있고, 부정청탁금지법의 적용대상이다. 그렇다고 공무원 모두를 잠재적 부패범으로 여기는 것은 아니다. 공직사회 전체를 부패집단으로 매도하는 처벌 규정도 아니다. 예방이 목적이고 실제 범죄가 발생할 때를 대비한 처벌법이다. 대다수 공직자는 처벌 규정이 있든, 없든 금품이나 부정청탁으로 매수당하지 않고 공직을 공정하게 수행한다. 그러나 혹시 발생할 수 있는 불법행위를 상정해 보는 것이다. 법으로 금지하고 처벌하는 행위도 있지만, 의무를 부과하거나 공직윤리에 맡기기도 한다. 공무원이 직업윤리로서의 행동규범과 기준을 자발적으로 설정하여 이에 따라 행동하도록 유도하기도 한다. 자율적 규제방식이다. 그러나 공직윤리와 공직자의 양심에 맡기기에 부족하면 법으로 강제한다. 공직윤리법이 그렇다. 일정 직급 이상의 재산등록을 의무화하고, 일정 직급 이상의 공직자는 재산공개도 해야 한다. 일정 가액 이상의 주식은 백지신탁 대상이다. 취업·행위 제한도 있고 이를 위반하면 처벌한다. 부정청탁금지법의 적용도 받는다. 이렇듯 공직자는 여러 가지 법상 의무를 부담하고 행동의 제약을 받는다.공직자 등이 지위 고하를 막론하고 강력하고 다양한 규제를 받는 이유는 공직을 수행하기 때문이다. 공무집행의 공정성을 확보하여 국민에 대한 봉사자로서 공직자의 윤리를 확립하기 위함이다. 처벌이 아니라 예방 차원이다. 부정부패는 예방이 중요하다. 청렴이 공직윤리의 핵심이자 목민관의 기본임무임을 알지만, 실천이 문제다. 늘 마음에 두고 경계해야 하지만 쉽지 않다. 그래서 법과 제도가 있는 것이다. 살인이나 절도와 같은 윤리적 색채가 강한 범죄는 처벌법이 있든, 없든 잘 지킨다. 그러나 업무와 관련한 정보를 이용한 사익추구나 금품수수와 같은 범죄는 윤리와 양심이 걸러주지 못할 때가 많다. 그래서 처벌법규를 공포하고 형벌로 위협한다. 일종의 겁주기 효과를 노리는 것이다.공직사회가 부정과 부패로 국민의 불신 대상임은 부인할 수 없다. 고위직이든, 하위직이든 마찬가지다. 국민적 공분이 높아진 기회에 공직사회를 투명하고 맑게 할 체계를 완비해야 한다. 법망이 느슨하거나 감시·감독이 허술해서는 안 된다. 예방효과를 거두려면 법과 제도의 실효성이 있어야 한다. 법이 살아있음을 보여줘야 법을 신뢰하고 지키기 때문이다. 공직윤리법의 적용대상은 제한적이다. 이해충돌방지법도 없다. 보완과 강화가 필요하다. 공직윤리법상 재산등록대상 및 공개대상을 확대하고 등록재산의 심사 강화도 필요하다. 공직자의 이해충돌을 규제하기 위해 사적 이해 관계자를 신고하고 이해충돌이 있는 업무를 회피하도록 하는 이해충돌방지법을 제정해야 한다. 직무상 알게 된 미공개정보를 이용하여 재물 또는 재산상의 이익을 취득하는 행위를 금지하고 처벌 규정을 두어야 한다. 국회의원의 이해충돌 방지를 위한 별도의 국회법 개정도 필요하다. 번번이 국회의 문턱을 넘지 못한 이해충돌방지법이 한국토지주택공사 사태로 촉발된 분노를 잠재울 재발 방지책의 핵심이다.하태훈 고려대 법학전문대학원 교수","(경향신문, 2021-04-06)",경향신문. (2021-04-06). [하태훈의 법과 사회]공직윤리 강화가 범죄자 취급인가.
" - 해외 사례加, 2006년 관련 법 만들어스스로 기피신청 하도록 해대부분의 해외 선진국은 공직자 부패 방지 정책에서 이해충돌방지법도 이해충돌 방지 관련 규정을 두고 있다.하지만 미국 역시 정치인들의 이해충돌 사례가 끊임없이 발생해 사회적 논란이 되고, 이에 따라 관련 제도를 강화·수정해나가고 있다. 2018년 크리스 콜린스 공화당 하원의원이 취득한 비공개 정보를 이용해 주식 투자를 한 혐의로 기소된 사건이 대표적이다.캐나다도 2006년 제정된 법을 통해 공직자 이해충돌과 관련한 사안에 대해 스스로 기피신청을 하도록 한다. 영국의 장관 행동 강령은 이해충돌을 야기할 수 있는 모든 이해관계를 서면으로 제출하도록 한다.영국 의회는 모든 의원이 당선 직후 자신의 모든 재정적 이해관계를 투명하게 등록 및 공개하고 이해관계를 갖는 의정활동에 앞서서 이해관계를 공표하도록 하고 있다.   ","(문화일보, 2021-04-07)","문화일보. (2021-04-07). < What >美, 1962년 케네디때 이해충돌방지법 제정…공직자 금품수수땐 최대 징역15년."
 ■ 한국토지주택공사사태로 재조명 이해충돌방지법이해충돌 사안 사전신고 의무화 등 핵심… 피감기관 예산으로 출장·가족회사가 관급공사 수주 등 공직비리 터질때마다 거론2013년 발의 김영란法에 포함됐지만 2년 뒤 통과땐 통째로 빠져… 시민사회 “고양이 목에 방울달기”이해충돌방지법이라는 표현을 없애 한국토지주택공사 사태처럼 동료로부터 취득한 정보도 포함해야 한다는 주장 등 법 적용 대상과 범위에 대한 여야 간 이견 때문이었던 것으로 알려졌다. 야당인 국민의힘 측에선 더 정교하게 심사해야 한다는 입장을 내세웠던 것으로 전해졌다. 물론 신중하지 못한 규제와 처벌 조항이 의원들의 전문성 발휘를 제약하고 의정활동에 소극적으로 임하도록 만들 수 있다는 우려도 있다. 다만 국회의 신중한 입장이 지난 8년간 그랬듯 제 목에 방울을 달지 못하는 의원들의 미온적인 태도 때문이 아니냐는 불만이 시민 사회를 중심으로 제기되는 것도 사실이다. 참여연대는 3월 법안 처리가 무산되자 지난 1일 논평에서 “신중한 심사가 필요하다면 밤을 새워서라도 심사하면 된다. 지금 국회가 해야 하는 과제 중 이해충돌방지법 제정만큼 시급한 일은 없다”고 주장했다. ,"(문화일보, 2021-04-07)","문화일보. (2021-04-07). < What >공직자 직무관련 사익추구 사전차단·사후처벌 명시…국회, 8년간 뭉개."
" 장인철의 관찰-김남근 참여연대 정책위원, 법무법인 위민 변호사최소 1년 이상 불법 부동산 투기 수사 계속돼야한국토지주택공사 계모임하듯 돈 모아 투기 공직윤리 아예 실종정부ㆍ공공기관 공직자 윤리 재점검하는 계기로이해충돌방지법, 토지초과이득세 부활 등 추진돼야문 정부 개혁 지체, 이해충돌방지법로 욕을 먹게 됐는데, 그런 데 대한 국민적 분노는 당연하다고 본다.” ","(한국일보, 2021-04-08)",한국일보. (2021-04-08). [논담] “공직자들 토지 투기 현실에 둔감했던 게 현 정부 실책”.
" 국회 정무위원회 소위서 여야 합의…4월 국회 통과 가능성12일  여의도 국회에서 열린 정무위원회원회 법안심사제2소위원회에서 성일종 소위원장이 의사봉을 두드리고 있다. 이해충돌방지법 규제 대상인 고위공직자의 범위에 지방의회 의원이 포함됐다. 핵심 쟁점에 있어 여야가 상당 부분 의견 접근을 이루면서 2013년 이해충돌방지법에 포함하지 않고, 사립학교법과 언론 관련 법에서 이해충돌 상황을 규제하기로 했다. 정무위원회 민주당 간사인 김병욱 의원은 이날 와 한 통화에서 “이해충돌방지법은 여야가 머리를 맞대고 합의처리 해야만 제대로 지켜진다고 본다. 이해충돌방지법은 합의처리 가능성이 크다”고 말했다. 이해충돌방지법안은 △직무수행 중 알게 된 비밀을 이용한 재산상 이득을 금지하고 △직무수행 중 공직자가 사적 이해관계자와 얽힌 경우 스스로 회피하도록 하고 △직무관련자와의 금품 거래를 신고해야 하며 △공공기관 가족 채용을 제한하는 내용을 뼈대로 한다. 이해충돌방지법이 발효되면 한국토지주택공사 임직원의 부동산 투기와 박덕흠 의원(무소속) 일가 회사의 피감기관 공사 수주 등은 원천 봉쇄된다. 정무위원회에서 법안이 통과되면 이달 국회 본회의에서 바로 처리될 가능성이 크다. 민주당은 이날도 4월 국회에서 이해충돌방지법을 반드시 통과시키겠다는 뜻을 분명히 했다. 최인호 수석대변인은 이날 비대위 회의가 끝난 뒤 “비대위가 반성과 혁신을 제대로 하겠다고 누차 강조했고, 이와 관련해 반드시 해야 할 입법과제 1호는 이해충돌방지법이라는 데 인식을 같이 했다”고 밝혔다. 이어 “4월 중 반드시 통과시키도록 점검을 강화하고 해당 상임위와 전체 의원의의지를 모아주길 특별히 당부했다”고 전했다. 최 수석대변인은 “주거 복지와 부동산 안정을 위한 태스크포스(TF)를 이번 주 중으로 출범할 것”이라며 “부동산 정책에서 견지해야 할 정책, 보완해야 할 정책을 모두 포함해 심도 있게 논의할 것”이라고 덧붙였다.  ","(한겨레, 2021-04-12)",한겨레. (2021-04-12). 이해충돌 고위공직자에 ‘지방의원·공공기관임원’ 등 추가.
